dataset_row_number,record_id,document_name,record_type,court_family,judgment_number,actions,substantive_action_count,old_record_sha256,new_record_sha256,hash_refreshed
472,zimlex-2022-da5f56f2be8a82c212ea,SC 51 - 22 WONDER SIMUKA AND MONTANA CARSWELL MEATS.docx,law_report_draft,Supreme Court,Judgment No. SC 51/22,filled:approval_status:derived_from_law_report_draft,1,a97742b80d2e50c1f8525553a8c3c7eebffa846dd6bcee05a171d2f46f73eee1,e3d4187c63ec5925a91a1184aa2310e4596ef443235a6d8dc13141c3e77e4493,True
473,zimlex-2022-de9bd2c3093c1d6943ee,SC 52 - 22 AL SHAMS GLOBAL BVI LIMITED VS DEPOSIT PROTECTION CORPORATIO AND 3 ORS.doc,law_report_draft,Supreme Court,Judgment No. SC 52/22,filled:approval_status:derived_from_law_report_draft,1,d56e83e7114e9022a17901bdee98b6e7caf272e567a8a5064c2415ce4d36c8ac,317634bf4d80d82ecb238b078d2385ea46f14a2371c4a3a1f95f6774a7783c98,True
474,zimlex-2022-2f08e558226b308a6cc5,SC 54 - 22 Regis Mugauzi v Francis Jekera and Anor.docx,law_report_draft,Supreme Court,Judgment No. SC 54/22,,0,e8d6b83417108c9de7e34eecbfdbf3cd4f8d4fa431acba01b324cc2382340009,1414fb8e7f94bceca2d0661bdb7efdd27bf333fb5f4122279341a431a30942ae,True
475,zimlex-2022-671e10f7971a1633752c,SC 55 - 22 LYTTON INVESTMENTS v STABDARD CHARTERED BANK.docx,excluded,Supreme Court,Judgment No. SC 55/22,,0,86ac4dc6eafb202e3ec4ab807827f18575f452ed93299d74a9153c3b4dbde5b1,21cea0969da1f07eb14e84b42b3f80020b96e007590686a571caef6ff80faea6,True
476,zimlex-2022-def1214bb4165d6e854e,SC 56 - 22 CENTRAL AFRICAN BUILDING SOCIETY.docx,law_report_draft,Supreme Court,Judgment No. SC 56/22,,0,68d3cd9be63dbdce70f94629c18aa26d7305000394832bfce0a2e5db4f32280e,516a167cdd851bf61242f42bd5333cfa17441dc4e61df83c24cf6fbb4daffe22,True
477,zimlex-2022-176dbda99df20236dbcb,SC 57 - 22 ERICA NDEWERE JUDGEMENT -.docx,law_report_draft,Supreme Court,Judgment No. SC 57/22,,0,bd103cdcde573b5fb7ed191c4103e7141d1495bac3ff1a683dd3da975bc1196c,070c66651a533708e416974c7f40b263648eebcbec6b99ea406aa2289b2187c5,True
478,zimlex-2022-356379ec9f9663e5677c,SC 58 - 22 CHINEKA MUPANDE judgment.docx,law_report_draft,Supreme Court,Judgment No. SC 58/2022,,0,a0e6ea285324e6ee42cd212e4598ee955d12640e6470f081bd9bcf06640dcf72,4fe7c62713850535f90ed8680d834163aed1db75892f316c74295bf9b95067f9,True
479,zimlex-2022-55548fc2d82bb6519571,SC 59 - 22 Delta Beverages vs Blakey Investments.docx,law_report_draft,Supreme Court,Judgment No. SC 59/22,,0,f06102914e7079428efafc5e9d07c2d5daf99f2f96b3a57902fbaa70d899da7b,d915ce69036fa9c74febdd10e531f0e6c1db67ffee3d75c59f3c95bc7a79ce2d,True
480,zimlex-2022-30c525476012dce63ffa,SC 6 - 22 JOEL SIMON SILONDA VS VUSUMUZI NKOMO(1).docx,law_report_draft,Supreme Court,Judgment No. SC 6/22,,0,e4ddbf713ed3d08619e9348ec62e3312db05577f1a41056ed9026180c972433f,ae1ea459bc02dd7cf4fc53c457667fc08cf79ad6caf8ab94d2acddb2cf1fcae4,True
481,zimlex-2022-b0c5ad8e9880adf5c530,SC 60 - 22 JOHN ALEXANDER CAMERON vs MARY MURDOCH HOWSON.docx,excluded,Supreme Court,Judgment No. SC 60/22,,0,0fed74b3a99605e88f9df395cccfaf48708d9ed4a6d2dcab008bbe263c0c766a,f5d3d713d30b60fe48c5c998d0cbb159619f483d0a93c2a36d3b1659a35bc8fa,True
482,zimlex-2022-421a4d2ee486d5cc248e,SC 62 - 22 TAFADZWA MUSHUNJE V ASSOCIATED NEWSPAPERS.docx,law_report_draft,Supreme Court,Judgment No. SC 62/22,,0,21e32b68ddeaf5671a25ceb7e9a39f0c875cee9f563c6b7b2fdbbd00813b08b5,cee64303b9ef698e06cfad80a00025edf892dfa81c97f298459a6ecc162e57ab,True
483,zimlex-2022-fd55461e485253a3c7c2,SC 63 - 22 Reverend Clement Nyathi vs The Trustees of the Time Being of Apostolic Faith Mission.docx,excluded,Supreme Court,Judgment No. SC 63/22,,0,0e49d08778046f6627dcd2134475234f608f339a0deba93a90ca2d9698e4a46a,459c96c494ac6350574c4b54ea942b259f69ef1cb1a996f70e08d5c4233c27f6,True
484,zimlex-2022-06781e54540c201c3d00,SC 64 - 22 ELIZABERTH CHIDZAMBWA V MINISTRY OF LOCAL GOVERNMENT.docx,law_report_draft,Supreme Court,Judgment No. SC 64/22,,0,fb4cf26b6d5b50ba6a2463012e73719f0df165f0609c14088a2e34a780e242d2,7a2af20a133a70ac52dc6169ee5f917544984d40cd108d37c896bee646769242,True
485,zimlex-2022-cfd81e8af475797486e4,SC 65 - 22 DELTA BEVERAGES PVT LTD VS SPIWE MAPURANGA.docx,excluded,Supreme Court,Judgment No. SC 65/22,,0,2550ec3c7a7f35f9a7303248b6fa6179deab8d995e37e7f51e00fbf4e326eed9,06f7c63ff9580f2ee3fc8aac9e1945af76d830722668b17e4b67fb06bc559e51,True
486,zimlex-2022-289f039b43a892a9abb1,SC 66 - 22 Edmore Madhume vs The State (2).docx,law_report_draft,Supreme Court,Judgment No. SC 66/22,,0,d22ae00f2e61177821db4acd4e8ff34dd7f17e9c8c43c5182c13e8ae82c4296d,7449f83c9621014d2e0a026f7e0dd3528e4d334010b91329b49ac51e3f511154,True
487,zimlex-2022-437b9847b9a31ccc8ab2,SC 67 - 22 MINISTER OF JUSTICE v MUSKWE AND 4 ORS - Copy.docx,law_report_draft,Supreme Court,Judgment No. SC 67/22,,0,1d91b4cf064d3c18049763ec9c2e8ba927867c03ac9f0019b0ec7debb026dd0a,a3eb6074c76aa75128fe808997f2e6e2203a80b733dfffcc3e31d0d23c0b62b2,True
488,zimlex-2022-1d0856aa0b6b5e55bffd,SC 69 - 22 Jonathan Ruzvidzo Chinhanga vs Chinhoyi University of Technology & Anor.docx,excluded,Supreme Court,Judgment No. SC 69/22,,0,21fea3e609f04b44fc04d04fcff95d71d36b9a4196f86b72adcf55180f504b98,63ef0dc019305b5ecb9a25c0a4c26119b57ccfce4ccf26349458ae19a3964bc7,True
489,zimlex-2022-09caddcd36cf0f057c7f,SC 7 - 22  POLICE SERVICE COMMISSION AND ANOR VS DHERERA MANYONI(1).doc,excluded,Supreme Court,Judgment No. SC 7/22,,0,6e2a671e1c57114aa7a1be702da5f6ac636dd3b4ad28ab7b645e2aba2c55b8d2,ea79a13f8f11c842e6a74d64d09a08b95fa41378d246f36bb8079e26948bf874,True
490,zimlex-2022-585b74796d5a54d54c70,SC 70 - 22 LLOYD MANOKORE v LAW SOCIETY DRAFT JUDGMENT.docx,law_report_draft,Supreme Court,Judgment No. SC 70/22,,0,710b2b97ae5f96e9fdd4ed5d1eb43402ae888f6592b93ecb85d09da7e675beab,aeb5eb1142f29007ee308c6c53d0172c7543750395e012e3a6578f8ef1a716d5,True
491,zimlex-2022-411569368be0e1177038,SC 71 - 22 Billy Rigava & 5 Ors vs Estere Chivasa & Anor.docx,excluded,Supreme Court,Judgment No. SC 71/22,,0,920f21710b26be6d66a665f1cf8c8c822cef1002c295a4a3083341e11894acd4,129362a0baddbe71f4b63b7cebbdc752c29361e6f26bdb06515051cc2be9e73e,True
492,zimlex-2022-8a27f010b162a4fdc931,Sc 72 - 22 Leah Nachipo and Anor v Admire Maticha and Ors Draft (2).docx,law_report_draft,Supreme Court,Judgment No. SC 72/2022,,0,e864697e14c8d702f0a12af1d61515e9d33b79ce7deb966a1271e11c559a5444,d5bd0ced170da8ebb0dbb8ca64530ea699bec6cfd14c972ded1760c94115a869,True
493,zimlex-2022-461080b0651574f6842f,SC 73- 22 ZESA HOLDINGS PVT LTD VS OBSON MATUNGA.doc,law_report_draft,Supreme Court,Judgment No. SC 73/22,,0,17d363cf5b624e01ac9323ab6a79e8d253feb3a3f25f4864f185c22993947f01,52456ca0e65b82abd1f67c5e58834881542ac1b232fd8662e153418dbfa18b78,True
494,zimlex-2022-c10f7526ef0873be93c8,SC 74 - 22 New Life Covenant v Trustees of the Harare Wetlands.docx,excluded,Supreme Court,Judgment No. SC 74/22,,0,ebaa994e779ce8ffc0f43dc7f5006d4d0821fb51de3a2d3e7142d0c1841b3f8a,fe8ff98cb536f8d9b66bacdec5fce04a89d4b81ca8871bbb1a4198adeefaac8e,True
495,zimlex-2022-650d8ddf5bb244016751,SC 75 - 22 ZVISHAVANE TOWN COUNCIL v ZETDC (Autosaved).docx,law_report_draft,Supreme Court,Judgment No. SC 75/22,,0,98b61e7f750ae8a13601b7a1b14b53bc7088873b87c791468d63160fc8971e95,d617fcbcaf4e4a057ceaf8da99e91ac6729d68f3b2f972c0bea2e9084525a71b,True
496,zimlex-2022-95198cdbee7066b3e7a4,SC 77 - 22 MONICA GONDO vs NTOMBIZODWA NHOWA AND OTHER.docx,excluded,Supreme Court,Judgment No. SC 77 /22,,0,c27333acf14a29ba8e08ed1674c3cd24e577278cc16a9bd9d5c9c1a7a914941a,0f7159452c44a1f84448fd8f02d35273622e0099031f61a0a27db13e8c60fb0a,True
497,zimlex-2022-216d966ccee64416c8cb,SC 78 - 22 BENJAMIN CHAMWAITA V MARY MUCHENGETI SC 94-18(1).docx,law_report_draft,Supreme Court,Judgment No. SC 78/22,,0,fec25382dfe29005e4d315cbfa6492e236f42230c858183b2506a3206256c2a9,ef5c21c31fecd4f2b8c4525b5df7cbbd177fd9056763fca48928caaea6ecc7f5,True
498,zimlex-2022-54a258753f8eeeae1942,SC 79 - 22 VERONICA NYONI VS BERNADETTE NDORO 1.docx,law_report_draft,Supreme Court,Judgment No. SC 79/22,,0,294c5be676eb66af9466771415d8b5d7fac996b5b17ed96c6a2a97f6f885f041,82b276250f394a83598c2d78ea9ea31787ef4ec35415e81c278d684d2501065c,True
499,zimlex-2022-4a437428d7276e84730a,SC 8 - 22 MOSES SHINGIRIRO CHINYENZE v THE LAW SOCIETY OF ZIMBABWE(1).doc,law_report_draft,Supreme Court,Judgment No. SC 8/2022,,0,ad4129e11c1539d4c1dd3b5fcdfe52ca5dcba61a709d5c0b0c16b2fb8bfcbba0,bffc31af52938cda4a9320d81d437cd2c46cd1be3da3ab94433181ea7562c9e8,True
500,zimlex-2022-5b4c07f9d65a73d98063,SC 80 - 22 MSELANGUBO FARM VS KERSHELMAR FARMS & OTHERS..docx,law_report_draft,Supreme Court,Judgment No. SC 80/22,,0,5644d57f541edf2b37e7f6807d64258d48a4e33b3d556126fed7c15b9448753b,c3b4c9b8da14fb31a1e411da78d464da583bf3d3f66f0a61663f8bc3338ab254,True
501,zimlex-2022-b066e5add980b9068cc5,SC 81 - 22  EDMORE MAPONDERA AND 55 OTHERS V FREDA REBECCA GOLD MINE HOLDINGS (Autosaved) -.docx,law_report_draft,Supreme Court,Judgment No. SC 81/22,,0,6b97d9fe2f24470dd8c2ed960199feb7106817b260e5e17905519ca778a2d08e,cd2c788ce293991c3ff14ae0b38cd5e1986c069124bc8fe401d34d0ebd56b873,True
502,zimlex-2022-92bb19b0d675d43308e3,SC 82 - 22 AMOS GWINYAI vs THE STATE.docx,excluded,Supreme Court,Judgment No. SC 82/22,,0,f9b8fad4b553d1593067d0f93a749fbe7677dd03e35f48cb02974444ad6f39a9,37e56dd7893c8fbf4d94334ef890f34bee66250535feb67fc410efffebffdd12,True
503,zimlex-2022-88e0c9709776913b87e7,SC 85 - 22 BERNARD MUTANGA V TSITSI MUTANGA final judgment.docx,excluded,Supreme Court,Judgment No. SC 85/22,,0,2895cf5ad27a6a2097774963cfad1d60f5409be85c3b41dafca36c55b1f229fd,36efbe123cdfaba981849e05a3893bcfc7009993277f7e2855648162ace58ff8,True
504,zimlex-2022-4215c9fcfd0d97bdf8db,SC 87 - 22 FISANI MOYO v Blanket Mine circulation copy.docx,law_report_draft,Supreme Court,Judgment No. SC 87/22,,0,9c31ccc1b3ac04ffa34633c59e626292cae34fc6cb196f0392e671c52286dd84,a5c9aa4ab22aae7b9f71f86e1d311010a85005c17bf45da605af14078a5fa57f,True
505,zimlex-2022-67c28f251326a16fe4c6,SC 88 - 22 LOT SYATIMBULA vs VICTORIA FALLS.docx,excluded,Supreme Court,Judgment No. SC 88/22,,0,ad5615ea1dd2adfc1e6ab6cbfe40b50520fa8dc28eb8c38724ea35074ad3be3d,621fafe4786d8fdd2dca3a2fbc2a86bb371601da4693a6ea34a6e002edba42ff,True
506,zimlex-2022-d7d12d9484bf47b43f1a,SC 89 - 22 NKOSIKHONA NXUMALO vs CITY OF BYO.docx,excluded,Supreme Court,Judgment No. SC 89/22,,0,e94ae3e39286fac30dd72b10d0407ad8fd6f59be004c8a2dae172bc1da1b6227,b947ab7b8b2c975bdba127a8a096cce95ec2a2e3a76fb565a18193257933eb0f,True
507,zimlex-2022-e963abb970b457fe08f7,SC 9 - 22 MDC & ors vs Lilian Timveous & ors(1).docx,law_report_draft,Supreme Court,Judgment No. SC 9/22,,0,0b0c4d23f860f37bedd79a95718ebf9292ade27c6ffb96a83b134022a0131ef6,338c43ef433760478dec494e421e5e8ea043f8b9469fc7e261ec1ccd1a82294b,True
508,zimlex-2022-d5d6de80657f48116507,SC 90 - 22 Morgan Havire  vs  Arosume Property Development Pvt Ltd.docx,law_report_draft,Supreme Court,Judgment No. SC 90/22,,0,b8cc6146eac7b87a82f9484d5781ce0991d19d997009d86d5c1b6c2053b5993a,d18892a12d76866e9818732602a818966f696571f08d3ead650fb42e4e2089d3,True
509,zimlex-2022-6f0896619919a93d1c06,SC 91 - 22 TENDAI BONDE vs NATIONAL FOODS & 2 ORS.docx,law_report_draft,Supreme Court,Judgment No. SC 91/22,,0,ef3ef4ccecbcb379646ca0df1bd508a7b28be22275417c0a7af20eda80051825,8d5c8ea5ea514942b459462d4141e2c554586f2e087811d6cc006fa19c155cd5,True
510,zimlex-2022-2a841e938ac2aa46d4c4,SC 92 - 22 ZISWA v CHADWICK.docx,law_report_draft,Supreme Court,Judgment No. SC 92/22,,0,f16dcbd2c519185ca65e16bbd8632e22dfd47f5490c12feffcdde8be24d8d088,c67f58f1a446509e1b7700bd5f7c6a5d986240c9d7491ae43c77fb21c416817c,True
511,zimlex-2022-e01fd77b6032f93d10cb,SC 93 - 22 LION MATCH ZIMBABWE LIMITED vs LION MATCH (PRORIATERY).docx,law_report_draft,Supreme Court,Judgment No. SC 93/22,,0,d9e8b4e1525a2ccfa032c5cf4e31c7ff35c5645bbfe6e46f56c6452250bb35a0,dac155b590ebb842a007b83bdacf45dcf191721c652078413439785285361333,True
512,zimlex-2022-5120b7d77f51f0d77d17,SC 94 - 22 Robert Tindwa v The Sheriff of Zimbabwe and Anorf.docx,law_report_draft,Supreme Court,Judgment No. SC 94/22,,0,4c1de7e14322bea7dc66cf4ae6bb86cc5a06f47989ca147c794ba4cef1bdf42c,1569d6022821544e6dae4e8bd9cce6be84b92f22525d883575745cebf55c35aa,True
513,zimlex-2022-1f28b084c0a89b46ef63,SC 95 - 22 DICKSON KANDAWASVIKA AND ANOR vs THE SHERIFF OF ZIMBABWE AND ORS.docx,excluded,Supreme Court,Judgment No. SC 95/22,,0,9cc4555c5ce6f34bc145c92ba6c094655267f6d641a9a287fee23539407d1237,6ed4abce76b351e11a2922f0c49b8fea6f40d0e21776b9e44da693d58f28439b,True
514,zimlex-2022-0f8235790c1d88d43547,SC 96 - 22 MINING COMPANY.docx,law_report_draft,Supreme Court,Judgment No. SC 96/22,,0,4bc2d750f14bb0e25928754fdc72b34fc1a235974b0e2791772dbbb28e1ce843,3b88067c643504e389fbad7d8d2c0eff2a60bb72cfa5b25800663efc1c3ca933,True
515,zimlex-2022-ce0cb07042f7376fcb65,SC 97 - 22 Musa Manyika v Leabridge Investmentsff.docx,excluded,Supreme Court,Judgment No. SC 97/22,,0,4ed60da6de4268227eafd191a0739bbc472800186dd7e6acab3052eb025f3992,78a66e436a2d2c2be926cd0e1ba5901cb114bae26741d32153ecba7b6e1104b8,True
516,zimlex-2022-36c1c367873b33e267f0,SC 98 - 22 BRITISH AMERICAN TOBACCO ZIMBABWE VS ZIMBABWE REVENUE AUTHORITY.docx,excluded,Supreme Court,Judgment No. SC 98/22,,0,2451380d7a17f45dea30eb036c9b5e38bf3bed701047232068a5f71487667a33,d49b6414a6c3e8cb0129d5fc5cc6693328fc285deaea3feae899cbe39aafe072,True
517,zimlex-2022-b6fa5085042b7c6233ba,SC 99 - 22 Keith Beling v Sandra Beling.docx,excluded,Supreme Court,Judgment No. SC 99/22,,0,83233ef4a522735bf2f2cf60caaa20ef5c9ebb9ff7bedbb6c6f711a41c47ae25,3afc4b479336326557e64e9c80bdf092296c920624b9739152d77b2fdb3c4630,True
518,zimlex-2022-c7e925b5d8bb4ec56ac2,SC 84 - 22 TN HARLEQUIN LUXAIRE LIMITED - FINAL.docx,law_report_draft,Supreme Court,Judgment No. SCB 84/22,,0,74cef7f35701ab3186aa6db63b3c85fc9db37b959edf36c78f7378f010b9b8ee,cd67419fef8b41ef7fc2213c8f451081d01194dc8fe524621287ec38601b17a2,True
519,zimlex-2022-e41f34cc0eb5fb961f7c,SC 22 - 22 EZEKIEL CHINOINGIRA V SABRE SERVICES (Pvt) Ltd & anor.docx,excluded,Supreme Court,Judgment No: 22/22,,0,4b3ef448c9c5a19eb8e4a3f7a425a22f814fccadbae2cb1cc468540e8a4de30c,2dd114195d1e1f8902206ec0c08f2c5fd8e4e23dc4bd579943b806d843db27ab,True
520,zimlex-2022-50480d5b97aff6dfe466,SC 38 - 22 MINING COMMISSIONER MASVINGO N.O AND 2 ORS V FINER DIAMONDS ( PVT) LTD.docx,excluded,Supreme Court,Judgment No: SC 38/ 22,,0,b6a1bfaeaa804b0766d876058c615d5be67a97cbb6664a6b5eaeb0637582c3a9,c3bbf90df876fed5cb8a32e56055c2b3860f1f7f0c891817bce13645bc2f17d1,True
521,zimlex-2022-993c4f8f71d0180f2d26,SC 107 - 22 FIDELITY PRINTER vs MINISTRY OF MINES AND OTHER.docx,law_report_draft,Supreme Court,Judgment No. SC 107/22,cleared:division:non_high_court_record,1,8312967e2aa5abf49fe388908d4bcb9bb5e9e8026b883bc693ff6825c8431638,0511f44d6f881affa5738f559d4ac53f27d69b28d790abd27b5605ea42ca212c,True
522,zimlex-2022-122b7daa0aaa8c431fa4,SC 3 - 22 DELTA BEVERAGES PRIVATE LIMITED VS ZIMBABWE REVEVUE  AUTHORITY(1).doc,law_report_draft,Supreme Court,Judgment No. SC 3/22,cleared:division:non_high_court_record,1,6957983f60db4ed34a370aae77bdef9487ed98b9b03a4f953c6bdf20b20f5516,1e052c8c851a2a91fb6e36a31c4e0acaeea698a626664e1ff81d850118109dac,True
